kappa,trial,c,eps,n_outer,total_inner,converged,rp,rs,f_rel,lam_rel,cpu
100.0,2,100.0,1e-06,3,313,True,1.0884444770479242e-07,5.239276954293283e-08,8.768967817669407e-11,6.816922126776227e-09,0.002007722854614258
100.0,2,1000.0,1e-06,3,355,True,9.965521395980714e-09,3.376341848396786e-07,3.0188930417176667e-12,5.00069878681179e-09,0.0029916763305664062
100.0,2,10000.0,1e-06,4,617,True,2.1380975131842252e-11,3.877050844631046e-09,1.3544736290191139e-14,8.461990656361265e-11,0.00400853157043457
100.0,2,0.0001,1e-12,500,51977,False,24.569937832024152,2.0961335595530678e-13,0.05831238210965902,0.41233241516374797,0.3602910041809082
100.0,2,0.001,1e-12,500,51142,False,0.32800038947412985,1.6535530870419313e-13,0.00040438058759327154,0.014891404567962162,0.35420751571655273
100.0,2,0.01,1e-12,444,42940,True,9.993573534477125e-07,1.7776942414225218e-13,1.2376916163477504e-10,8.848480206460606e-08,0.2909057140350342
100.0,2,0.1,1e-12,51,4781,True,7.701784286785334e-07,1.7886295924086315e-13,9.540824289977585e-11,6.819291036824598e-08,0.03294706344604492
100.0,2,1.0,1e-12,10,1174,True,4.685591404792258e-07,4.363402339279567e-13,6.816080703123004e-11,4.148024441826276e-08,0.008163213729858398
100.0,2,10.0,1e-12,4,753,True,6.605322777069397e-07,3.2562195896460274e-12,6.435060235053283e-10,4.879746525249843e-08,0.005643606185913086
100.0,2,100.0,1e-12,3,733,True,3.592049917716281e-08,6.6571617702931e-11,5.7596440441879276e-11,1.9261845719623693e-09,0.004149913787841797
100.0,2,1000.0,1e-12,2,580,True,2.7326424604009393e-07,3.4761465731380957e-10,6.639689537378172e-10,9.555689397059556e-09,0.003991365432739258
100.0,2,10000.0,1e-12,2,634,True,2.7222509988981906e-09,5.3143542504363726e-09,6.58678766735334e-12,1.5859266093426726e-10,0.003352642059326172
100.0,3,0.0001,0.01,500,12180,False,29.9452723260345,0.0003210214478970677,0.14676850334461997,0.33392645566530066,0.09908413887023926
100.0,3,0.001,0.01,500,11257,False,0.6332527139950261,3.4364107063907814e-05,0.001050944557775876,0.02839567560393674,0.09483003616333008
100.0,3,0.01,0.01,367,7752,True,9.844861698104436e-07,7.158235517040976e-10,1.1639199894070153e-09,4.756488626574669e-08,0.06318140029907227
100.0,3,0.1,0.01,44,865,True,7.222247422991484e-07,4.6789014308243976e-09,8.753192049261138e-10,3.4878877076271976e-08,0.006952524185180664
100.0,3,1.0,0.01,10,197,True,6.228183909523454e-07,2.029515265965127e-07,5.896044269547725e-10,3.0651120325772894e-08,0.0014417171478271484
100.0,3,10.0,0.01,8,239,True,3.24507911678769e-08,1.2387090294924436e-07,5.9258336677286685e-12,1.2439603959421839e-09,0.0022373199462890625
100.0,3,100.0,0.01,8,296,True,2.4480621233715373e-08,7.433843883131219e-07,3.4918088383229473e-12,1.1206405226314584e-08,0.002599477767944336
100.0,3,1000.0,0.01,10,450,True,8.44538456918598e-11,3.0105352876998846e-08,1.802585725875102e-14,6.057933118899918e-10,0.003509521484375
100.0,3,10000.0,0.01,10,492,True,2.6633474846420586e-11,1.6740203146430705e-07,3.8188112414835493e-14,2.320969634568873e-09,0.0025196075439453125
100.0,3,0.0001,0.0001,500,21088,False,29.945451813508935,2.289017602210774e-06,0.14676871628753552,0.3339249118743817,0.161118745803833
100.0,3,0.001,0.0001,500,19659,False,0.6331070944833537,4.6120140700938036e-07,0.0010507254816096454,0.028389082098533424,0.1443464756011963
100.0,3,0.01,0.0001,367,13611,True,9.83073299325347e-07,5.6688527472174315e-12,1.1623971382808223e-09,4.749660732509462e-08,0.100189208984375
100.0,3,0.1,0.0001,44,1531,True,7.206928051405005e-07,6.273952722536436e-11,8.735953988727028e-10,3.480352570807997e-08,0.011863231658935547
100.0,3,1.0,0.0001,10,382,True,2.707472396850914e-07,9.294484184094051e-10,3.7209054668435004e-10,1.2974320038505379e-08,0.003604888916015625
100.0,3,10.0,0.0001,5,264,True,5.921393569367446e-08,1.4469910880109156e-08,9.082989127921189e-11,2.822188845516126e-09,0.0010097026824951172
100.0,3,100.0,0.0001,4,282,True,7.334306477487279e-08,3.677719632735707e-07,4.6054062423080104e-12,5.944523880778594e-09,0.0022003650665283203
100.0,3,1000.0,0.0001,4,338,True,6.451165726133056e-08,3.480054665147837e-07,6.490937616547084e-11,6.352780155214778e-09,0.003194570541381836
100.0,3,10000.0,0.0001,5,418,True,1.6007891694084327e-11,5.288865009042227e-07,1.8426431864501043e-14,6.395083468170453e-09,0.002605915069580078
100.0,3,0.0001,1e-06,500,29511,False,29.94545436886294,2.587721023128236e-08,0.14676872755912798,0.33392492042617833,0.2159872055053711
100.0,3,0.001,1e-06,500,28586,False,0.633106717275623,3.663804657008322e-09,0.0010507247985315348,0.028389066312754032,0.20546746253967285
100.0,3,0.01,1e-06,367,19791,True,9.83078626296776e-07,1.4726217035821252e-13,1.1624100901930748e-09,4.7496860349775274e-08,0.14045929908752441
100.0,3,0.1,1e-06,44,2196,True,7.205900946940046e-07,6.639737320379771e-13,8.734901812762592e-10,3.479852842085669e-08,0.018846511840820312
100.0,3,1.0,1e-06,10,580,True,2.688781923204384e-07,9.612636474394097e-12,3.693074878484675e-10,1.2884971532790895e-08,0.0046503543853759766
100.0,3,10.0,1e-06,5,412,True,2.9273109247853105e-08,8.414031666578529e-11,4.6249676355554696e-11,1.3708796142505187e-09,0.0029993057250976562
100.0,3,100.0,1e-06,3,301,True,6.743471858301156e-08,2.7649020430659458e-08,1.4653272775586137e-10,2.833859867386654e-09,0.0020003318786621094
100.0,3,1000.0,1e-06,3,343,True,3.523016359792683e-09,1.987283236834862e-07,5.138036943086957e-13,2.6028158303528295e-09,0.003007173538208008
100.0,3,10000.0,1e-06,4,618,True,1.2724908219853705e-11,2.430317737196052e-09,8.812641326500498e-15,5.245402285921043e-11,0.004428386688232422
100.0,3,0.0001,1e-12,500,51987,False,29.94545435269362,1.7800605377337307e-13,0.14676872751592132,0.33392492014878994,0.36751246452331543
100.0,3,0.001,1e-12,500,51240,False,0.6331067125955341,1.6709849605878756e-13,0.0010507247840030943,0.028389066123738593,0.35149455070495605
100.0,3,0.01,1e-12,367,35404,True,9.830786410253814e-07,1.451735370351783e-13,1.1624098231433378e-09,4.7496861353189734e-08,0.2680847644805908
100.0,3,0.1,1e-12,44,4073,True,7.205893496682388e-07,1.4822793371211385e-13,8.734891130773105e-10,3.479849324269777e-08,0.028547048568725586
100.0,3,1.0,1e-12,10,1128,True,2.6886843002918136e-07,2.970755641394938e-13,3.6929493651082066e-10,1.2884482818784696e-08,0.010010480880737305
100.0,3,10.0,1e-12,5,905,True,2.930779263855603e-08,2.8462468042647555e-12,4.6281855848883284e-11,1.3724742715511546e-09,0.007428646087646484
100.0,3,100.0,1e-12,3,694,True,6.580588499470776e-08,2.5683008415657557e-11,1.4363764155523737e-10,2.96167412214903e-09,0.00542759895324707
100.0,3,1000.0,1e-12,2,554,True,3.5049629777502714e-07,2.2757570965713446e-10,1.4033498404574958e-09,1.3572263272672105e-08,0.004212856292724609
100.0,3,10000.0,1e-12,2,624,True,3.501270930999356e-09,3.4308107243227044e-09,1.4045480926281628e-11,1.440086266462398e-10,0.005057573318481445
100.0,4,0.0001,0.01,500,12387,False,24.761991451629207,0.00023237708377133544,0.08483732800213707,0.5636265310750199,0.1052553653717041
100.0,4,0.001,0.01,500,10898,False,1.4098946465893867,8.607367273899862e-05,0.00309430809343521,0.1214399413810882,0.09589982032775879
100.0,4,0.01,0.01,500,10044,False,1.1629547166392138e-05,7.1431046849200765e-09,2.4057702291818216e-08,1.0258515950648072e-06,0.08580493927001953
100.0,4,0.1,0.01,67,1322,True,8.001061631472929e-07,4.209317658768383e-09,1.656312408066174e-09,7.057841240150833e-08,0.009985685348510742
100.0,4,1.0,0.01,12,249,True,6.609690065208507e-07,1.343183519491015e-07,1.381847242690175e-09,5.842954806117442e-08,0.00251007080078125
100.0,4,10.0,0.01,8,243,True,4.4741261880829824e-08,2.425369397757142e-07,1.1146934486721368e-11,3.8988910158157924e-09,0.002138853073120117
100.0,4,100.0,0.01,9,326,True,1.2107243021560364e-09,3.5318772392987293e-07,7.021356178881126e-13,5.268552658509098e-09,0.002611875534057617
100.0,4,1000.0,0.01,10,452,True,2.559292097973954e-10,3.86652284816379e-08,4.5330818313558544e-13,7.706747021465235e-10,0.0029997825622558594
100.0,4,10000.0,0.01,10,504,True,2.19350986589186e-10,5.625914730057062e-07,1.3619900115116356e-13,6.178046307638808e-09,0.004000425338745117
100.0,4,0.0001,0.0001,500,21087,False,24.762047587322517,1.52699090652934e-06,0.08483743774557256,0.5636306282470198,0.16117548942565918
100.0,4,0.001,0.0001,500,19589,False,1.409965722449024,7.042133109894041e-07,0.003094477172207098,0.1214458913196132,0.14736700057983398
100.0,4,0.01,0.0001,500,19013,False,1.163939006822148e-05,4.9213428879622124e-11,2.407652302551342e-08,1.0267197937179745e-06,0.14604783058166504
100.0,4,0.1,0.0001,67,2403,True,8.104737667766598e-07,6.015683532519049e-11,1.676493430804096e-09,7.149253171942522e-08,0.020998477935791016
100.0,4,1.0,0.0001,12,482,True,9.693995399739089e-07,1.714797732558474e-09,2.0060018247996503e-09,8.551108180332357e-08,0.00400090217590332
100.0,4,10.0,0.0001,5,284,True,2.9329282842852375e-07,4.2150965723951685e-08,6.340917632915918e-10,2.5915810833259018e-08,0.002000570297241211
100.0,4,100.0,0.0001,4,289,True,7.847268613309023e-08,2.2691283150003326e-07,6.421776829388819e-11,3.0329960952583126e-09,0.0030050277709960938
100.0,4,1000.0,0.0001,4,351,True,4.057102155911591e-08,3.5446336528890826e-07,1.965833932761665e-12,6.919959694862344e-09,0.0030007362365722656
100.0,4,10000.0,0.0001,6,594,True,1.0854763929471494e-11,2.791080862023263e-09,2.0776118819669018e-14,5.704304979914477e-11,0.0039920806884765625
100.0,4,0.0001,1e-06,500,29421,False,24.762050467443814,1.5253721807118127e-08,0.0848374394773148,0.56363070266608,0.22300100326538086
100.0,4,0.001,1e-06,500,28143,False,1.409965284356129,7.202647450166887e-09,0.003094477950785711,0.1214458531389372,0.20899081230163574
100.0,4,0.01,1e-06,500,27280,False,1.163932474485365e-05,4.63146724030526e-13,2.4076370059819888e-08,1.026714030573502e-06,0.20400762557983398
100.0,4,0.1,1e-06,67,3471,True,8.104288997772036e-07,4.608710690198362e-13,1.6764002420138346e-09,7.148857390218576e-08,0.025989294052124023
100.0,4,1.0,1e-06,12,732,True,9.67158767515109e-07,1.8290684456260418e-11,2.001607736418176e-09,8.531366646091325e-08,0.006001710891723633
100.0,4,10.0,1e-06,5,444,True,3.354384165519637e-07,3.2159364699575436e-10,7.067837581084873e-10,2.9579323254043114e-08,0.002998828887939453
100.0,4,100.0,1e-06,3,312,True,3.5308518625013365e-07,6.133507550486059e-08,8.415097202855593e-10,3.135070702850755e-08,0.0019991397857666016
100.0,4,1000.0,1e-06,3,363,True,2.3659851771545554e-09,1.5020744016211186e-07,1.710931609465375e-12,2.4163586403175657e-09,0.0030112266540527344
100.0,4,10000.0,1e-06,3,413,True,1.67166595219373e-10,9.686909865786756e-07,2.2015396082596644e-13,1.744139869714095e-08,0.0029904842376708984
100.0,4,0.0001,1e-12,500,51891,False,24.76205046420471,2.0377568281759993e-13,0.08483743950004496,0.5636307025080259,0.37055039405822754
100.0,4,0.001,1e-12,500,50852,False,1.409965279033178,1.6865139210266023e-13,0.0030944779458686963,0.12144585257748008,0.3595714569091797
100.0,4,0.01,1e-12,500,49593,False,1.1639326454648338e-05,1.2660355863193339e-13,2.4076373583255244e-08,1.0267141811754376e-06,0.34311461448669434
100.0,4,0.1,1e-12,67,6346,True,8.104287806956114e-07,1.8895288114994663e-13,1.6764002420138346e-09,7.148856325754427e-08,0.04706978797912598
100.0,4,1.0,1e-12,12,1371,True,9.67147059288394e-07,4.143778754163848e-13,2.0015830723706883e-09,8.531264363846374e-08,0.009008169174194336
100.0,4,10.0,1e-12,5,926,True,3.3491658133276253e-07,3.107458718908303e-12,7.057546719891739e-10,2.9534627456893816e-08,0.0070323944091796875
100.0,4,100.0,1e-12,3,742,True,2.786514358164433e-07,4.3095675987634816e-11,6.66800907175545e-10,2.440568415393387e-08,0.004993915557861328
100.0,4,1000.0,1e-12,2,590,True,7.934075519095691e-07,3.925170623030805e-10,2.5750656726611577e-09,6.537532937612837e-08,0.003849506378173828
100.0,4,10000.0,1e-12,2,650,True,7.953804255536013e-09,3.889219067982184e-09,2.5814023889011567e-11,6.545621608392369e-10,0.0040225982666015625
100.0,5,0.0001,0.01,500,12265,False,24.77443384758549,0.00020917780413656778,0.09411988224428058,0.4698531069610371,0.09725689888000488
100.0,5,0.001,0.01,500,11260,False,0.6096581615404295,3.308494676846211e-05,0.0014028882266453513,0.026295078056903128,0.08816981315612793
100.0,5,0.01,0.01,326,7176,True,9.758222631899203e-07,5.430994716421255e-10,1.353132078488889e-09,4.4651646480637306e-08,0.05824542045593262
100.0,5,0.1,0.01,40,751,True,6.828979977952876e-07,6.679039802401381e-09,9.854456126770071e-10,3.113678846484574e-08,0.005996227264404297
100.0,5,1.0,0.01,10,192,True,2.44654042538769e-07,8.516058792891181e-08,3.804886892379903e-10,1.1395503897913744e-08,0.0009963512420654297
100.0,5,10.0,0.01,8,244,True,2.0262197674944224e-08,1.4708080737919567e-07,3.8675940251207134e-12,2.2427494073794397e-09,0.001995086669921875
100.0,5,100.0,0.01,8,301,True,2.0141261452481608e-08,7.592587834989296e-07,5.787497654073319e-12,9.688050205204003e-09,0.0019979476928710938
100.0,5,1000.0,0.01,10,449,True,2.164536322773213e-10,6.118110310124389e-08,1.2460433728923977e-14,1.0943728293754743e-09,0.0032520294189453125
100.0,5,10000.0,0.01,10,474,True,2.3039752764031573e-10,9.502528588500377e-07,8.149123658716281e-14,1.1477008434599935e-08,0.003999948501586914
100.0,5,0.0001,0.0001,500,20564,False,24.774349591407077,2.241500309327472e-06,0.09411958593609282,0.46985215763835236,0.14955854415893555
100.0,5,0.001,0.0001,500,19893,False,0.6096504104816665,3.7408083846322617e-07,0.0014028395037672956,0.026294732087311774,0.14661931991577148
100.0,5,0.01,0.0001,326,12198,True,9.735381486673332e-07,6.347795405249156e-12,1.3501231329520285e-09,4.4545962760916274e-08,0.0905771255493164
100.0,5,0.1,0.0001,40,1456,True,6.83998464227695e-07,4.853774092067583e-11,9.76765425332764e-10,3.1215036363401596e-08,0.011228084564208984
100.0,5,1.0,0.0001,9,364,True,7.000273291932882e-07,1.9996030377471065e-09,1.0979518656501599e-09,3.158509926803875e-08,0.003004789352416992
100.0,5,10.0,0.0001,5,270,True,2.0816276379470202e-08,5.3962212294795385e-09,3.2311275306810054e-11,9.262037999415934e-10,0.0012362003326416016
100.0,5,100.0,0.0001,4,293,True,1.35157345324312e-07,3.0802222716650646e-07,1.709484284572267e-11,5.636830903824503e-09,0.0030007362365722656
100.0,5,1000.0,0.0001,4,353,True,1.331502067648209e-07,4.5217556812469504e-07,6.675939039379328e-11,8.63376001034967e-09,0.002005338668823242
100.0,5,10000.0,0.0001,5,444,True,2.0436570727881587e-11,3.8826536855559835e-07,1.0466764332296141e-14,4.225213884954327e-09,0.002994537353515625
100.0,5,0.0001,1e-06,500,29152,False,24.774349236539397,1.868647854126858e-08,0.09411958619496605,0.4698521529335059,0.2071061134338379
100.0,5,0.001,1e-06,500,28564,False,0.6096508090818911,2.4227401540059355e-09,0.001402840171670592,0.026294740695543384,0.20740699768066406
100.0,5,0.01,1e-06,326,17569,True,9.735344898260144e-07,1.7192689863627614e-13,1.3501301107949167e-09,4.454576944883323e-08,0.13339877128601074
100.0,5,0.1,1e-06,40,2093,True,6.83760088728181e-07,5.566487745905123e-13,9.765831291873098e-10,3.120369649287596e-08,0.01510763168334961
100.0,5,1.0,1e-06,9,554,True,6.993614145693538e-07,2.771848608359679e-11,1.101154446327168e-09,3.154666032506127e-08,0.005471706390380859
100.0,5,10.0,1e-06,5,439,True,2.045930672015588e-08,6.319824476938507e-11,3.9131244499662015e-11,9.118339279857304e-10,0.003003835678100586
100.0,5,100.0,1e-06,3,308,True,7.183232775840699e-08,3.085523335974052e-08,1.7626180660791449e-10,3.1377156615410353e-09,0.001988649368286133
100.0,5,1000.0,1e-06,3,359,True,3.752033619128715e-09,1.749931256519318e-07,6.204049953631248e-13,1.924430399183957e-09,0.0030014514923095703
100.0,5,10000.0,1e-06,4,632,True,1.1074139363737309e-11,3.1610998431616645e-09,1.7444607220493568e-14,5.8140035284039256e-11,0.004653215408325195
100.0,5,0.0001,1e-12,500,51804,False,24.774349234795245,1.8395333715187873e-13,0.09411958621799281,0.4698521532763152,0.37424325942993164
100.0,5,0.001,1e-12,500,50985,False,0.6096508054498371,1.2888461652948758e-13,0.001402840172956758,0.02629474048220602,0.3540778160095215
100.0,5,0.01,1e-12,326,31660,True,9.735347162816251e-07,1.428977474306259e-13,1.3501308584209404e-09,4.4545779321071974e-08,0.21847772598266602
100.0,5,0.1,1e-12,40,3729,True,6.837618471860663e-07,1.9858360030944654e-13,9.765853720653812e-10,3.1203777598659605e-08,0.02571702003479004
100.0,5,1.0,1e-12,9,1013,True,6.994149627091854e-07,3.554528299914094e-13,1.1012351899377314e-09,3.1549052434151e-08,0.007176637649536133
100.0,5,10.0,1e-12,5,928,True,2.0458568594154668e-08,3.662455334281953e-12,3.910719586256519e-11,9.113620765138525e-10,0.005683422088623047
100.0,5,100.0,1e-12,3,741,True,6.211769950046805e-08,2.904577405728152e-11,1.7851677129983785e-10,2.5670733118253882e-09,0.004997968673706055
100.0,5,1000.0,1e-12,2,591,True,4.043354455767622e-07,5.354062686341092e-10,1.5829281449437287e-09,1.3977174913194649e-08,0.0039942264556884766
100.0,5,10000.0,1e-12,2,672,True,4.048791813711531e-09,3.321814333857044e-09,1.583820810416069e-11,1.478708198992221e-10,0.005005836486816406
100.0,6,0.0001,0.01,500,11914,False,33.04388844500072,0.00028792120729865915,0.09518398167523666,0.4368413275136298,0.09541749954223633
100.0,6,0.001,0.01,500,11203,False,0.7514470197457394,4.752687427909983e-05,0.0009661647113010365,0.03334617879154776,0.08860492706298828
100.0,6,0.01,0.01,368,7763,True,9.681721751168567e-07,5.845905201065674e-10,1.0031405481669416e-09,4.4305137597577733e-08,0.06441330909729004
100.0,6,0.1,0.01,44,862,True,7.81911186128976e-07,5.628832688848399e-09,8.117030020670298e-10,3.578217394746851e-08,0.00700688362121582
100.0,6,1.0,0.01,10,196,True,2.519059748126259e-07,8.838034789465747e-08,2.6434662401668453e-10,1.180260638156013e-08,0.0020072460174560547
100.0,6,10.0,0.01,8,252,True,1.036972514924235e-08,3.827867278779888e-08,1.613658184771149e-12,3.8707817311633315e-10,0.001986980438232422
100.0,6,100.0,0.01,8,301,True,2.6574623010474638e-08,6.817773678716022e-07,5.589514993465144e-12,8.07358821807537e-09,0.0020058155059814453
100.0,6,1000.0,0.01,10,442,True,1.52101786628853e-10,6.751371662954836e-08,4.2717838174198346e-14,1.0281991562121274e-09,0.004002809524536133
100.0,6,10000.0,0.01,10,465,True,9.382151516228175e-11,8.63880744021768e-07,6.000062766452286e-14,1.4695677542402679e-08,0.003997087478637695
100.0,6,0.0001,0.0001,500,20962,False,33.043827619037835,3.4101452413657173e-06,0.09518405578484838,0.43683686005911176,0.15723133087158203
100.0,6,0.001,0.0001,500,19857,False,0.7513499316696896,3.9313944252104647e-07,0.0009660588392858499,0.033341378171872986,0.15022587776184082
100.0,6,0.01,0.0001,368,14003,True,9.668511974944264e-07,5.838951671930393e-12,1.001617217014035e-09,4.424467264189355e-08,0.10519027709960938
100.0,6,0.1,0.0001,44,1535,True,7.765885150514267e-07,6.543701755118352e-11,8.050080407269193e-10,3.553775434104872e-08,0.012149810791015625
100.0,6,1.0,0.0001,10,397,True,3.236292912000706e-07,1.1572830863552996e-09,3.40243504927893e-10,1.480724926863847e-08,0.002997875213623047
100.0,6,10.0,0.0001,5,273,True,3.0632091018794105e-08,6.185582190175749e-09,3.186457246464229e-11,1.344944226363462e-09,0.0019965171813964844
100.0,6,100.0,0.0001,4,287,True,1.6535321089536934e-07,2.3176172397814354e-07,1.5855165860350167e-10,3.894720366444256e-09,0.001993894577026367
100.0,6,1000.0,0.0001,4,352,True,4.124777229550797e-08,4.5784796217053505e-07,1.905509063900214e-12,5.945021665244319e-09,0.002844572067260742
100.0,6,10000.0,0.0001,5,442,True,1.472046819773959e-11,6.362870044786543e-07,7.500078458065358e-15,8.629925545014371e-09,0.0030007362365722656
100.0,6,0.0001,1e-06,500,29142,False,33.04382597828312,3.5487361665555514e-08,0.09518405289520217,0.43683686746960704,0.21609234809875488
100.0,6,0.001,1e-06,500,28056,False,0.7513496631727103,4.5810440255209205e-09,0.0009660587306768877,0.03334137034559308,0.21734380722045898
100.0,6,0.01,1e-06,368,19794,True,9.66854228959451e-07,1.6441998181860282e-13,1.001617217014035e-09,4.4244810482502884e-08,0.1488053798675537
100.0,6,0.1,1e-06,44,2234,True,7.765114040590034e-07,5.017554452479969e-13,8.049164093335839e-10,3.5534222114434466e-08,0.01707911491394043
100.0,6,1.0,1e-06,10,612,True,3.243379835528931e-07,1.0063974317351361e-11,3.408459568822963e-10,1.4839316026311905e-08,0.003920078277587891
100.0,6,10.0,1e-06,5,429,True,3.62162804358348e-08,1.1121740953107862e-10,4.20897881259273e-11,1.650909435945375e-09,0.0030069351196289062
100.0,6,100.0,1e-06,3,301,True,8.563807153465765e-08,3.99720396147165e-08,1.380306287163155e-10,3.780269867580052e-09,0.003000497817993164
100.0,6,1000.0,1e-06,3,360,True,4.643440190125493e-09,1.1251782694920968e-07,1.343818405464667e-12,1.2020568164124883e-09,0.002007007598876953
100.0,6,10000.0,1e-06,4,613,True,1.0270185127920164e-11,3.23851873409034e-09,1.1250117687098037e-14,5.315682695105316e-11,0.00399470329284668
100.0,6,0.0001,1e-12,500,51118,False,33.04382597004005,3.0108336021101953e-13,0.09518405291475666,0.43683686684236833,0.36254048347473145
100.0,6,0.001,1e-12,500,50702,False,0.7513496626310798,1.6735544185944822e-13,0.0009660587237549674,0.033341370452114896,0.3576502799987793
100.0,6,0.01,1e-12,368,36080,True,9.66854381442809e-07,1.5549031176674317e-13,1.001617380059219e-09,4.424481744163106e-08,0.26888370513916016
100.0,6,0.1,1e-12,44,4130,True,7.765128010011159e-07,1.638930429485316e-13,8.049180397854226e-10,3.553428567349557e-08,0.02929067611694336
100.0,6,1.0,1e-12,10,1163,True,3.2433438020256676e-07,3.307191384060277e-13,3.4083959812012536e-10,1.4839152898368776e-08,0.008004903793334961
100.0,6,10.0,1e-12,5,931,True,3.606264016015243e-08,3.5432321082038275e-12,4.195234103592406e-11,1.6438960311425537e-09,0.0070002079010009766
100.0,6,100.0,1e-12,3,723,True,8.01752001091078e-08,3.72414820089752e-11,1.380788900907413e-10,3.518986351897326e-09,0.003999948501586914
100.0,6,1000.0,1e-12,2,573,True,4.3976033222266495e-07,2.611693301077236e-10,1.2339910065639868e-09,1.6077099390874925e-08,0.00399327278137207
100.0,6,10000.0,1e-12,2,651,True,4.385951559086092e-09,4.707284822887883e-09,1.2328172442852997e-11,1.636665063509947e-10,0.00400090217590332
100.0,7,0.0001,0.01,500,12489,False,20.125349029474936,0.00014853912690200363,0.05702804768955158,0.5632884155269152,0.0998847484588623
100.0,7,0.001,0.01,500,11821,False,0.6623679296384792,4.448686861041134e-05,0.0016821037157424587,0.03316789120183798,0.0945580005645752
100.0,7,0.01,0.01,328,7225,True,9.922238788157815e-07,5.719875573608185e-10,8.054986364416178e-10,6.222614492594166e-08,0.05882596969604492
100.0,7,0.1,0.01,40,769,True,6.934470127765268e-07,6.964814899460268e-09,6.151350906253514e-10,4.346052890040513e-08,0.006250143051147461
100.0,7,1.0,0.01,9,175,True,6.072821064862725e-07,2.684121149703862e-07,6.924350014822437e-10,3.4599757755512524e-08,0.0020329952239990234
100.0,7,10.0,0.01,8,232,True,3.356582293976219e-08,1.7727710287923807e-07,4.952354910950734e-12,3.3025413701759162e-09,0.0018191337585449219
100.0,7,100.0,0.01,8,292,True,1.9089654195741575e-08,7.932169809496077e-07,1.7732388346826826e-11,1.619682686040602e-08,0.0020682811737060547
100.0,7,1000.0,0.01,10,415,True,2.5344926025443176e-10,1.247356947193979e-07,1.1262846798453751e-13,2.7651253559833035e-09,0.0029931068420410156
100.0,7,10000.0,0.01,11,498,True,8.144148902442703e-12,1.8468875751236683e-07,4.4391851120031675e-15,2.771594086114531e-09,0.004006862640380859
100.0,7,0.0001,0.0001,500,21486,False,20.12484188516056,1.2677514580506878e-06,0.05702684514918177,0.5632841407765926,0.1597752571105957
100.0,7,0.001,0.0001,500,20282,False,0.6623077269559916,3.7774309259554313e-07,0.0016820084761051532,0.033163061787542344,0.16767239570617676
100.0,7,0.01,0.0001,328,12350,True,9.886908004477683e-07,7.023717626402165e-12,8.033588223837719e-10,6.200432751303923e-08,0.09984302520751953
100.0,7,0.1,0.0001,40,1404,True,6.924651747495405e-07,6.825103043723986e-11,6.198408805117955e-10,4.33931164211311e-08,0.012000560760498047
100.0,7,1.0,0.0001,9,359,True,5.62183613652283e-07,2.4105671423105263e-09,9.323669955945788e-10,3.394752898204478e-08,0.0030012130737304688
100.0,7,10.0,0.0001,4,218,True,7.041619762794011e-07,3.434417502104995e-07,1.8999330509453924e-09,3.145692547734206e-08,0.0010077953338623047
100.0,7,100.0,0.0001,4,287,True,1.3734905179093445e-07,2.3849790121881723e-07,1.3573011414126234e-10,6.341296814111462e-09,0.002002716064453125
100.0,7,1000.0,0.0001,4,334,True,1.336300790262188e-07,4.264722613311543e-07,4.146325728471302e-11,7.910194370886495e-09,0.0030002593994140625
100.0,7,10000.0,0.0001,6,567,True,9.602811577420686e-12,3.0909478153708137e-09,8.878370224006335e-15,8.087722511545413e-11,0.003999233245849609
100.0,7,0.0001,1e-06,500,29506,False,20.124844283846972,1.5456610565524716e-08,0.0570268524462776,0.5632840871624933,0.2278890609741211
100.0,7,0.001,1e-06,500,28656,False,0.6623068568173728,4.571181981723345e-09,0.0016820063810025678,0.03316301943601856,0.2132127285003662
100.0,7,0.01,1e-06,328,17694,True,9.886964639707382e-07,1.5579491454892238e-13,8.033699837634821e-10,6.200467981132656e-08,0.13197565078735352
100.0,7,0.1,1e-06,40,2069,True,6.922773473489929e-07,7.086784711666075e-13,6.197183590027042e-10,4.3381319339710904e-08,0.014666080474853516
100.0,7,1.0,1e-06,9,545,True,5.652163685290398e-07,2.429012431413986e-11,9.338788552098667e-10,3.415331060073893e-08,0.00478053092956543
100.0,7,10.0,1e-06,5,428,True,1.7816253782155987e-08,7.482363474427634e-11,4.090341262515924e-11,9.855821989615772e-10,0.002477407455444336
100.0,7,100.0,1e-06,3,293,True,5.667591059082384e-08,3.57172066579917e-08,1.523746484679277e-10,2.6235434693700794e-09,0.0026895999908447266
100.0,7,1000.0,1e-06,3,356,True,3.2810035613119187e-09,1.368771981476503e-07,7.284068599495484e-13,3.221355025874963e-09,0.002542734146118164
100.0,7,10000.0,1e-06,4,614,True,1.6568249931399503e-11,3.3116945824705824e-09,0.0,8.444079291199594e-11,0.004628658294677734
100.0,7,0.0001,1e-12,500,51982,False,20.12484429455056,1.8526614749819037e-13,0.057026852498273904,0.5632840869070489,0.3600468635559082
100.0,7,0.001,1e-12,500,51056,False,0.6623068586730743,1.4907793676535636e-13,0.0016820063924763392,0.033163019385250306,0.3552548885345459
100.0,7,0.01,1e-12,328,31810,True,9.886968564213074e-07,1.3033238472895896e-13,8.033703642650631e-10,6.200470446924305e-08,0.22034287452697754
100.0,7,0.1,1e-12,40,3674,True,6.9227857683597e-07,1.6819293472528654e-13,6.19719373673587e-10,4.338139663255614e-08,0.026250839233398438
