kappa,trial,c,eps,n_outer,total_inner,converged,rp,rs,f_rel,lam_rel,cpu
10000.0,5,100.0,1e-06,4,873,True,1.3185219470680086e-08,7.752309004901839e-10,7.49210291208313e-13,2.746987014707694e-09,0.005950450897216797
10000.0,5,1000.0,1e-06,3,972,True,2.4633357435931377e-08,4.0249929198577047e-07,3.833051072720772e-13,8.165454497967013e-09,0.006843090057373047
10000.0,5,10000.0,1e-06,4,1830,True,4.514488541539222e-11,7.678658841284067e-09,2.3650381233182375e-15,1.3993868141484604e-10,0.011360883712768555
10000.0,6,0.0001,0.01,500,65117,False,26.70382428998895,0.000251768116558321,0.0027530082627184524,0.6504819092483773,0.4754626750946045
10000.0,6,0.001,0.01,500,59193,False,1.959877360127357,0.0001632837003498083,0.0001678273073654735,0.17815176051695142,0.4349370002746582
10000.0,6,0.01,0.01,500,51188,False,0.005883166669355574,4.481395233945306e-06,8.937430693158147e-08,0.0016267676564923374,0.358705997467041
10000.0,6,0.1,0.01,164,15392,True,9.412077465591632e-07,6.026509688332577e-09,1.1259190130847364e-11,2.611833238770989e-07,0.10851407051086426
10000.0,6,1.0,0.01,20,1549,True,9.438810432213873e-07,9.98699552197298e-08,1.1765796346242038e-11,2.619769344656968e-07,0.01126551628112793
10000.0,6,10.0,0.01,10,650,True,1.9166841543425807e-08,1.3867173529576845e-07,2.817368987830822e-13,4.981430746003889e-09,0.005349159240722656
10000.0,6,100.0,0.01,10,763,True,2.301679364147555e-09,1.9424395811312287e-07,1.4069110765919757e-14,2.645722359035971e-09,0.004518270492553711
10000.0,6,1000.0,0.01,10,1214,True,5.888072051374139e-10,3.291738880087708e-07,4.941922941306268e-14,7.959227106658379e-09,0.00900125503540039
10000.0,6,10000.0,0.01,11,1607,True,1.7799570277763026e-11,5.868290764398572e-07,2.364556431247018e-16,1.4112663072575339e-08,0.011998891830444336
10000.0,6,0.0001,0.0001,500,107236,False,26.67224886157316,2.3400830500107353e-06,0.002750806957516168,0.6501565436346246,0.750025749206543
10000.0,6,0.001,0.0001,500,100174,False,1.9556178688350674,1.393805233015237e-06,0.0001674411155176435,0.17789998583506386,0.6844127178192139
10000.0,6,0.01,0.0001,500,90324,False,0.006135378127034293,2.43747474728005e-08,9.184280216987682e-08,0.001697264492646003,0.6234970092773438
10000.0,6,0.1,0.0001,170,27395,True,9.646528839753685e-07,4.3504393856871564e-11,1.1450364518313685e-11,2.6768907496390895e-07,0.1989898681640625
10000.0,6,1.0,0.0001,22,3193,True,8.74478760075925e-07,6.678104123534706e-10,1.0410314372029684e-11,2.426659221591591e-07,0.022598743438720703
10000.0,6,10.0,0.0001,6,769,True,1.4156737437959453e-07,1.101792082443838e-08,3.6676634805072495e-12,3.6178311454407115e-08,0.006401538848876953
10000.0,6,100.0,0.0001,5,695,True,8.698600425983765e-09,5.989588246563723e-08,7.968555173302451e-14,2.6981879282541475e-09,0.005017757415771484
10000.0,6,1000.0,0.0001,5,1072,True,1.4167524616992004e-10,2.7189336071075815e-07,3.783290289995229e-15,5.039048105537692e-09,0.008261919021606445
10000.0,6,10000.0,0.0001,6,1814,True,8.892831262436727e-12,4.636226750392392e-09,4.729112862494036e-16,9.174368896985343e-11,0.01308298110961914
10000.0,6,0.0001,1e-06,500,143738,False,26.672176200226403,2.6145044113166402e-08,0.0027507985900994585,0.6501564360787654,0.9869763851165771
10000.0,6,0.001,1e-06,500,136901,False,1.9556782789722489,1.2229993256509744e-08,0.0001674461795385941,0.1779045767618151,0.9294228553771973
10000.0,6,0.01,1e-06,500,126006,False,0.006149213098407231,3.6609375455049987e-10,9.200079911137284e-08,0.0017011166922693416,0.8596394062042236
10000.0,6,0.1,1e-06,170,37795,True,9.701901144703135e-07,1.5975642116541897e-11,1.151550804799454e-11,2.692256915254635e-07,0.2510077953338623
10000.0,6,1.0,1e-06,23,4802,True,5.71313579202978e-07,1.9217658772697422e-11,6.795025816474556e-12,1.585382396981726e-07,0.031224727630615234
10000.0,6,10.0,1e-06,6,1155,True,6.600899795185116e-07,2.9620002802408167e-10,1.128815594713014e-11,1.824264407762568e-07,0.008265018463134766
10000.0,6,100.0,1e-06,3,645,True,6.467193260780065e-07,7.151917416973899e-08,3.521214677937966e-11,1.5404422798404556e-07,0.003881692886352539
10000.0,6,1000.0,1e-06,3,951,True,2.389794572301133e-08,4.3050825311191457e-07,7.685990679768433e-13,7.314666287517386e-09,0.006745815277099609
10000.0,6,10000.0,1e-06,4,1816,True,1.6194362716982295e-11,6.492532016405513e-09,7.093669293741054e-16,1.2053391401878371e-10,0.011961936950683594
10000.0,7,0.0001,0.01,500,63004,False,21.122074098770085,0.0001957576914309268,0.0013767801750690293,0.7915373260507482,0.44833993911743164
10000.0,7,0.001,0.01,500,56217,False,2.707477179982693,0.00019831720350974624,0.00023250622568837988,0.24900806973847692,0.4036071300506592
10000.0,7,0.01,0.01,500,50927,False,0.014786850907557943,9.83638735146847e-06,4.1804520940771507e-07,0.003264062842169853,0.36234593391418457
10000.0,7,0.1,0.01,171,15510,True,9.78038192421054e-07,8.094292103774963e-09,2.508879732282911e-11,2.1661346312252188e-07,0.10903000831604004
10000.0,7,1.0,0.01,25,1787,True,8.375324552587614e-07,1.0934131098358547e-07,2.166933552082895e-11,1.8554758806812493e-07,0.01299285888671875
10000.0,7,10.0,0.01,9,573,True,1.0603810094659596e-07,8.455140506807198e-07,3.972120931529867e-12,1.936188292959692e-08,0.003999948501586914
10000.0,7,100.0,0.01,9,648,True,7.01577520313524e-09,9.949168206231175e-07,1.5697011271794216e-14,1.889300618228125e-08,0.004008293151855469
10000.0,7,1000.0,0.01,10,1178,True,8.94539011353485e-10,2.9157754948075115e-07,2.688695990119207e-14,4.048939630883016e-09,0.008001565933227539
10000.0,7,10000.0,0.01,11,1659,True,4.658839458717008e-11,4.199311734410605e-07,3.1083190637216267e-16,8.771896499875398e-09,0.011997222900390625
10000.0,7,0.0001,0.0001,500,104891,False,21.108016588936227,1.6709328980500432e-06,0.001376374764373737,0.7912531817015271,0.6987709999084473
10000.0,7,0.001,0.0001,500,98261,False,2.6998173260016705,2.2882950603425207e-06,0.00023187337594513023,0.2484878028120219,0.679908037185669
10000.0,7,0.01,0.0001,500,88994,False,0.014530579499444642,9.751423315331784e-08,4.11071986371504e-07,0.003207349543466262,0.6147205829620361
10000.0,7,0.1,0.0001,169,26921,True,9.55100057814631e-07,4.1911302845371034e-11,2.4495263797611466e-11,2.1153534090820168e-07,0.17740988731384277
10000.0,7,1.0,0.0001,23,3304,True,6.971255928101675e-07,7.743021017710186e-10,1.7945724698443628e-11,1.5439805838122544e-07,0.022202014923095703
10000.0,7,10.0,0.0001,6,732,True,8.936682178792951e-07,5.567324475512117e-08,3.046261473614424e-11,1.9215206104840764e-07,0.005004405975341797
10000.0,7,100.0,0.0001,5,648,True,7.616095225302451e-09,7.665783849207334e-08,2.6840335115236247e-13,1.9093297614333917e-09,0.0044651031494140625
10000.0,7,1000.0,0.0001,5,1003,True,1.2260483332695856e-10,1.640315799034113e-07,3.108319063721627e-15,2.59674900420885e-09,0.007184505462646484
10000.0,7,10000.0,0.0001,6,1694,True,2.7152797532668778e-11,5.1507473870383724e-09,1.5541595318608134e-16,9.71804292057149e-11,0.010990619659423828
10000.0,7,0.0001,1e-06,500,137864,False,21.10820653180739,1.642869088322892e-08,0.001376381916449763,0.7912543484011639,0.9014787673950195
10000.0,7,0.001,1e-06,500,134605,False,2.6997861233146936,9.217632751521211e-09,0.00023187230053542802,0.24848799604503688,0.9091677665710449
10000.0,7,0.01,1e-06,500,124946,False,0.014528519343547952,6.843649337737916e-10,4.1103900959289316e-07,0.0032068801383427453,0.8182871341705322
10000.0,7,0.1,1e-06,169,37461,True,9.546511640454925e-07,1.908570069177081e-11,2.4483763017075696e-11,2.1143595038670976e-07,0.24455618858337402
10000.0,7,1.0,1e-06,23,4657,True,6.779869553928869e-07,1.771411130492127e-11,1.7448704480154538e-11,1.5015979933332406e-07,0.02958083152770996
10000.0,7,10.0,1e-06,7,1247,True,1.4038371470967397e-07,1.0273918190618923e-10,3.894102123030454e-12,3.104874540370428e-08,0.008357524871826172
10000.0,7,100.0,1e-06,4,799,True,1.9473587603870147e-08,1.428774651767183e-09,7.100954901072056e-13,4.2535210815472615e-09,0.004648447036743164
10000.0,7,1000.0,1e-06,3,928,True,4.3397247696495576e-08,5.344021612679735e-07,1.075633812000869e-12,1.2485204351793482e-08,0.006192684173583984
10000.0,7,10000.0,1e-06,4,1742,True,1.2114260977294677e-11,5.571427381662293e-09,3.1083190637216267e-16,9.679711557832217e-11,0.01208639144897461
10000.0,8,0.0001,0.01,500,66087,False,25.26915080785493,0.00023902113132063605,0.0007768437057262419,0.5883402801446362,0.4767622947692871
10000.0,8,0.001,0.01,500,60222,False,0.9557074284910286,7.304968127542664e-05,1.8220723753806522e-05,0.13181117934778558,0.4240996837615967
10000.0,8,0.01,0.01,500,52152,False,0.003260803738317005,2.007210220445652e-06,2.7137876634452713e-08,0.0007263925413614122,0.3793654441833496
10000.0,8,0.1,0.01,143,13224,True,9.339006694426173e-07,6.214839515163157e-09,9.99420204532914e-13,2.7373006631694435e-07,0.09700393676757812
10000.0,8,1.0,0.01,22,1843,True,8.202550384693598e-07,1.0713664755082328e-07,1.2279878539215824e-12,2.397272785771381e-07,0.014000892639160156
10000.0,8,10.0,0.01,9,580,True,9.737598816844131e-08,6.547636349968772e-07,6.526064768405221e-13,2.9827856918256766e-08,0.003991842269897461
10000.0,8,100.0,0.01,9,677,True,3.2083129911074695e-09,7.659049209295169e-07,5.3451578103128476e-14,1.8293480056285135e-08,0.005001544952392578
10000.0,8,1000.0,0.01,10,1249,True,5.7198028503527e-10,1.595953887464746e-07,3.729179867660126e-15,4.2732321058121366e-09,0.009006261825561523
10000.0,8,10000.0,0.01,11,1726,True,1.689611955950005e-11,4.2141072248934617e-07,1.553824944858386e-16,7.534504081034788e-09,0.012993574142456055
10000.0,8,0.0001,0.0001,500,104801,False,25.242650178357323,2.6485871513482026e-06,0.0007762715330099472,0.5879597900507347,0.7138404846191406
10000.0,8,0.001,0.0001,500,101054,False,0.9541836634646482,7.906738575600761e-07,1.8162287688942394e-05,0.13184899898655322,0.7039477825164795
10000.0,8,0.01,0.0001,500,90976,False,0.0033757768293278456,2.0980885048805195e-08,2.7813800896093244e-08,0.000755973695310655,0.6118793487548828
10000.0,8,0.1,0.0001,133,21845,True,9.857604099547751e-07,7.077063323293684e-11,5.875478263993015e-12,2.5467640287348105e-07,0.1445631980895996
10000.0,8,1.0,0.0001,19,2853,True,6.17196219262975e-07,8.715576400503763e-10,4.723938597358465e-12,1.3957392657396236e-07,0.019173622131347656
10000.0,8,10.0,0.0001,6,777,True,7.182695261598935e-07,2.4470763287289242e-08,5.405756983162325e-13,2.1003174356124724e-07,0.005113363265991211
10000.0,8,100.0,0.0001,5,717,True,5.057589576627771e-09,4.411593161015904e-08,3.729179867660126e-15,1.76934686413768e-09,0.005010843276977539
10000.0,8,1000.0,0.0001,5,1110,True,2.0220533320148608e-10,1.8645310393339268e-07,6.215299779433544e-16,3.2784930702604967e-09,0.007136344909667969
10000.0,8,10000.0,0.0001,6,1904,True,1.0638030746374617e-11,6.7626132910236625e-09,1.553824944858386e-16,1.562049243946397e-10,0.011872053146362305
10000.0,8,0.0001,1e-06,500,140723,False,25.242626439896277,2.6437973797755846e-08,0.0007762707614921996,0.5879591632533183,0.9605429172515869
10000.0,8,0.001,1e-06,500,137926,False,0.9541734985006676,5.640154890649574e-09,1.816204612696576e-05,0.13185005322302976,0.9194760322570801
10000.0,8,0.01,1e-06,500,125644,False,0.0033770678245725926,2.2039553774134096e-10,2.782264324770695e-08,0.0007563456831057278,0.8568546772003174
10000.0,8,0.1,1e-06,133,30102,True,9.488054889910098e-07,2.8510853458129053e-11,5.866466079312836e-12,2.4202985437459164e-07,0.2126612663269043
10000.0,8,1.0,1e-06,19,4131,True,6.446739626491153e-07,2.315660383541435e-11,4.754548948772175e-12,1.524496738110619e-07,0.028634071350097656
10000.0,8,10.0,1e-06,6,1150,True,2.63765425539124e-07,2.3098188883832658e-10,2.2743335717892194e-12,5.8662279229622e-08,0.00782322883605957
10000.0,8,100.0,1e-06,3,629,True,6.037345492887004e-07,5.5664667419810584e-08,7.583442643381353e-12,1.1258078646282425e-07,0.004544734954833984
10000.0,8,1000.0,1e-06,3,1003,True,3.183218446527361e-08,3.5210270522407854e-07,2.8279613996422624e-14,1.1307409759170568e-08,0.007002115249633789
10000.0,8,10000.0,1e-06,4,1866,True,3.3704051236431163e-11,1.130107031986413e-08,1.553824944858386e-16,2.355893311591456e-10,0.01327204704284668
10000.0,9,0.0001,0.01,500,68291,False,25.292014734002485,0.00023582659196576296,0.0013737117370598735,0.7143967521772152,0.4677152633666992
10000.0,9,0.001,0.01,500,62147,False,2.319873099661699,0.0001892566666332689,0.00012478956987645935,0.25550548622267194,0.42771363258361816
10000.0,9,0.01,0.01,500,52930,False,0.005196772244961308,3.203174972877391e-06,1.7717402424532983e-07,0.0008118363683120627,0.3777577877044678
10000.0,9,0.1,0.01,129,12304,True,9.464007296106208e-07,6.5994722296911965e-09,2.6393682066787065e-11,1.5225478457615395e-07,0.09200525283813477
10000.0,9,1.0,0.01,21,1586,True,4.809141748904686e-07,7.762544338141706e-08,1.3810628172515487e-11,7.709701005025637e-08,0.012997150421142578
10000.0,9,10.0,0.01,9,563,True,6.570851874118178e-08,7.486852283356909e-07,2.4558643432389804e-12,1.2220136464177595e-08,0.00400090217590332
10000.0,9,100.0,0.01,10,751,True,2.0094713385834704e-09,3.916613792380622e-08,3.948756910580504e-14,8.425525987486069e-10,0.006006479263305664
10000.0,9,1000.0,0.01,10,1138,True,1.2379680516131275e-09,4.599198231937227e-07,4.068054702440942e-14,8.313140301128155e-09,0.008184194564819336
10000.0,9,10000.0,0.01,11,1591,True,4.996723392094626e-11,9.787894343848783e-07,0.0,2.2333095064709882e-08,0.01100015640258789
10000.0,9,0.0001,0.0001,500,107499,False,25.25835450898956,2.6123893804181016e-06,0.001372354030428137,0.7141244176206586,0.778639554977417
10000.0,9,0.001,0.0001,500,102652,False,2.3138805002952068,1.2907547368386235e-06,0.00012447332525363037,0.2550409806967161,0.7018811702728271
10000.0,9,0.01,0.0001,500,92253,False,0.005109786745496405,3.5950819198385116e-08,1.7458425815174201e-07,0.0007975075315968119,0.6331791877746582
10000.0,9,0.1,0.0001,127,20429,True,9.660348558145584e-07,6.206530354822448e-11,2.8039872296669252e-11,1.5488411409535504e-07,0.14501285552978516
10000.0,9,1.0,0.0001,19,2806,True,5.627743397026893e-07,8.053403222811459e-10,1.767253629062159e-11,8.935073698148983e-08,0.020017623901367188
10000.0,9,10.0,0.0001,6,741,True,3.605407864504108e-07,2.093187283147368e-08,7.194134040351864e-12,5.855048541090703e-08,0.004994392395019531
10000.0,9,100.0,0.0001,4,553,True,2.2394123499979228e-07,9.850850776969437e-07,2.920409944743527e-13,2.761233917452143e-08,0.004018068313598633
10000.0,9,1000.0,0.0001,5,1043,True,2.3491565969535947e-10,1.8816585655034962e-07,1.0736801267439436e-15,2.0745699390146636e-09,0.007547855377197266
10000.0,9,10000.0,0.0001,5,1305,True,3.847988021758204e-11,8.928471487583044e-07,1.5508712941856964e-15,1.0752814040643102e-08,0.009264707565307617
10000.0,9,0.0001,1e-06,500,141718,False,25.25802451164748,1.9125078311490555e-08,0.0013723407101958465,0.7141228080479536,0.9785051345825195
10000.0,9,0.001,1e-06,500,137234,False,2.3139154985432806,1.6320216023241515e-08,0.00012447412017191914,0.2550402437490493,0.9397039413452148
10000.0,9,0.01,1e-06,500,127394,False,0.00510984400245061,3.609106801958916e-10,1.7459422464716742e-07,0.0007975046621587605,0.8807940483093262
10000.0,9,0.1,1e-06,127,28063,True,9.555970009448556e-07,2.4698647141011182e-11,2.7801396010740234e-11,1.531757216604978e-07,0.19204163551330566
10000.0,9,1.0,1e-06,19,4029,True,5.548421004295679e-07,2.142450973204259e-11,1.7425470563678623e-11,8.808582758414e-08,0.027239322662353516
10000.0,9,10.0,1e-06,6,1128,True,4.240375459431929e-07,3.0563561190967665e-10,1.5310201416201195e-11,6.587738064402961e-08,0.008015632629394531
10000.0,9,100.0,1e-06,4,836,True,1.1815144789532885e-08,5.749887500976522e-10,4.707490866812891e-13,1.7992557444030517e-09,0.004999399185180664
10000.0,9,1000.0,1e-06,3,927,True,9.027250722138201e-09,1.8728711441234302e-07,1.4673628398833895e-14,2.8435724887507745e-09,0.0070002079010009766
10000.0,9,10000.0,1e-06,4,1788,True,2.7075905994403933e-11,5.588502679874092e-09,5.964889593021909e-16,1.0689613399965012e-10,0.011992931365966797
10000.0,10,0.0001,0.01,500,63193,False,20.765711872000207,0.00017529226707672292,0.0012562047182071696,0.7311857528641671,0.4465358257293701
10000.0,10,0.001,0.01,500,56059,False,1.8317322178587785,0.0001431446254320373,0.00012209513423095002,0.22561998649434398,0.40262484550476074
10000.0,10,0.01,0.01,500,50229,False,0.0028026703342706035,1.6924281525935996e-06,1.0727536263916614e-07,0.0004923806565260902,0.3626546859741211
10000.0,10,0.1,0.01,118,11061,True,9.538748877514516e-07,1.0473908310421995e-08,3.052950384807846e-11,1.7597167645624326e-07,0.07629823684692383
10000.0,10,1.0,0.01,19,1486,True,4.967739446777262e-07,1.0741448062577728e-07,1.3923967265720517e-11,8.93621638443272e-08,0.009870529174804688
10000.0,10,10.0,0.01,10,654,True,1.3196573744373917e-08,1.0737602020747848e-07,2.0209544797993676e-13,3.3280193745501867e-09,0.0047664642333984375
10000.0,10,100.0,0.01,10,788,True,9.090443166240334e-10,5.466947481449818e-08,2.2418685322470716e-14,1.3011705997562478e-09,0.005466938018798828
10000.0,10,1000.0,0.01,10,1212,True,7.195916671309617e-10,3.0279759204222267e-07,1.767312419581633e-14,7.461339625121221e-09,0.009093761444091797
10000.0,10,10000.0,0.01,11,1701,True,3.2543584988751823e-11,3.916709764939244e-07,1.6364003885015122e-16,9.553999931897882e-09,0.011806488037109375
10000.0,10,0.0001,0.0001,500,101260,False,20.744259687109043,1.927049948832432e-06,0.0012554086369347271,0.7308629853994193,0.735048770904541
10000.0,10,0.001,0.0001,500,97197,False,1.826122440372027,1.5459812151670536e-06,0.00012171224694305077,0.22517397295056216,0.6688270568847656
10000.0,10,0.01,0.0001,500,89810,False,0.0027741915614102096,2.4826657547377788e-08,1.0561763471712121e-07,0.0004891947909628827,0.638077974319458
10000.0,10,0.1,0.0001,120,19675,True,9.893264756179546e-07,8.135221763324658e-11,2.2581670801165468e-11,1.9630557127360855e-07,0.13821029663085938
10000.0,10,1.0,0.0001,18,2706,True,5.106944778408704e-07,6.264383668777885e-10,1.6736612253476917e-11,9.474917203143755e-08,0.018889665603637695
10000.0,10,10.0,0.0001,6,756,True,2.5142541060394756e-07,1.820315673676005e-08,9.149932772306205e-12,4.422006881925784e-08,0.0049936771392822266
10000.0,10,100.0,0.0001,5,686,True,4.597817654593141e-09,4.170260225822881e-08,3.894632924633599e-14,8.602259317861159e-10,0.005197763442993164
10000.0,10,1000.0,0.0001,5,1040,True,1.5044646335155542e-10,1.3727091729678918e-07,1.6364003885015122e-15,3.3075456518657945e-09,0.006982564926147461
10000.0,10,10000.0,0.0001,6,1824,True,1.8491900102089633e-11,3.500892486385527e-09,1.6364003885015122e-16,6.881529773193346e-11,0.011903524398803711
10000.0,10,0.0001,1e-06,500,139235,False,20.744370571647025,1.3928217465627888e-08,0.0012554115327707105,0.7308618197763681,0.9649431705474854
10000.0,10,0.001,1e-06,500,136805,False,1.8260564742816499,1.7757561781381013e-08,0.00012170866417351214,0.22516709977029306,0.9570095539093018
10000.0,10,0.01,1e-06,500,127610,False,0.002775712702449021,2.1564493385890714e-10,1.0566762756719012e-07,0.0004894650818626204,0.8816149234771729
10000.0,10,0.1,1e-06,121,27786,True,8.974958108422892e-07,1.3992621087366402e-11,2.0091560329982717e-11,1.7847788031122294e-07,0.1928081512451172
10000.0,10,1.0,1e-06,18,3836,True,5.768063491141614e-07,1.5490660160335826e-11,1.793233001735497e-11,1.0878832589228627e-07,0.026976346969604492
10000.0,10,10.0,1e-06,6,1140,True,2.42659988360767e-07,2.891750622751472e-10,9.687163019851252e-12,4.218515935548082e-08,0.008052825927734375
10000.0,10,100.0,1e-06,3,618,True,9.657854839687216e-07,1.6588850028397928e-07,4.8920844174408105e-11,1.6007829352953484e-07,0.004009246826171875
10000.0,10,1000.0,1e-06,3,969,True,1.2880870960875498e-08,3.617745677809829e-07,7.347437744371789e-14,6.750065603175616e-09,0.007110595703125
10000.0,10,10000.0,1e-06,4,1863,True,2.4070696299396906e-11,5.0861547957349845e-09,3.2728007770030243e-16,1.2708960047748096e-10,0.01186370849609375
10000.0,11,0.0001,0.01,500,65624,False,19.235151845372418,0.00015173550305544727,0.0008383420086022829,0.7210556508189108,0.4646165370941162
10000.0,11,0.001,0.01,500,60075,False,1.88829932846795,9.379205534597487e-05,7.854687013082369e-05,0.264143788476695,0.4211540222167969
10000.0,11,0.01,0.01,500,53922,False,0.002221304619445761,1.7629801404213653e-06,7.13709735294943e-08,0.0003857728068814102,0.37852907180786133
10000.0,11,0.1,0.01,112,10581,True,9.392659051679341e-07,8.485434650254762e-09,2.7704665886868877e-11,1.6427417339038266e-07,0.0756843090057373
10000.0,11,1.0,0.01,16,1134,True,5.297071562307966e-07,7.375208261959938e-08,1.4298273729265352e-11,8.604669299602527e-08,0.007950067520141602
10000.0,11,10.0,0.01,9,535,True,1.6034388925761137e-08,2.497527496282238e-07,5.646071176748234e-14,7.343467472228092e-09,0.004000186920166016
10000.0,11,100.0,0.01,9,655,True,1.919026582054248e-09,6.46149444318251e-07,1.4207837753305183e-14,9.728390076910115e-09,0.00499725341796875
10000.0,11,1000.0,0.01,10,1120,True,8.326197154780084e-10,1.8623329241813816e-07,5.8066815165682054e-15,5.564334264983405e-09,0.00800013542175293
10000.0,11,10000.0,0.01,11,1573,True,1.9564191244220294e-11,4.342798471292544e-07,2.4709283049226407e-16,7.95926534790253e-09,0.010999202728271484
10000.0,11,0.0001,0.0001,500,106505,False,19.208613333407012,1.688733186754948e-06,0.0008374842221403961,0.720772587629731,0.7462944984436035
10000.0,11,0.001,0.0001,500,101438,False,1.8868028349176116,1.5112748431200031e-06,7.840507700701432e-05,0.26399916782408156,0.7471516132354736
10000.0,11,0.01,0.0001,500,90761,False,0.0022114349944691828,1.004991713646172e-08,7.105065547996415e-08,0.00038404751963044907,0.6245608329772949
10000.0,11,0.1,0.0001,112,18361,True,9.13858914549899e-07,5.758490148954097e-11,2.7002304516194616e-11,1.5980973387494394e-07,0.12686800956726074
10000.0,11,1.0,0.0001,17,2467,True,7.411681542992801e-07,1.022833570063591e-09,2.267521486861409e-11,1.293855483216716e-07,0.017165660858154297
10000.0,11,10.0,0.0001,6,712,True,2.24058620045163e-07,2.7475064282986257e-08,6.776520876250341e-12,3.9044906764691306e-08,0.004639863967895508
10000.0,11,100.0,0.0001,4,535,True,1.7678059502265447e-07,6.12295649982082e-07,2.2297657023621908e-12,1.859830072102e-08,0.004072904586791992
10000.0,11,1000.0,0.0001,4,879,True,1.9266126886396503e-07,7.681779682418056e-07,2.349482178735693e-12,2.8830200864667023e-08,0.0051996707916259766
10000.0,11,10000.0,0.0001,6,1733,True,8.571307834410292e-12,5.658204478563904e-09,1.2354641524613203e-16,1.277009114415552e-10,0.012042522430419922
10000.0,11,0.0001,1e-06,500,142580,False,19.208855383744456,1.4650402967680138e-08,0.0008374859755098859,0.7207773743888013,0.983039379119873
10000.0,11,0.001,1e-06,500,136703,False,1.8868008946740644,1.384778097973411e-08,7.840748473477989e-05,0.2639924336706446,0.924971342086792
10000.0,11,0.01,1e-06,500,126483,False,0.0022114378201107446,1.4603836341759648e-10,7.105559770721325e-08,0.00038404237412343413,0.8792862892150879
10000.0,11,0.1,1e-06,112,25130,True,9.155048259250751e-07,1.2373027827623149e-11,2.7071737601562943e-11,1.600907943867996e-07,0.17435407638549805
10000.0,11,1.0,1e-06,17,3467,True,7.682634567314646e-07,1.8190846398872438e-11,2.3731783811799008e-11,1.339781389251968e-07,0.02372264862060547
10000.0,11,10.0,1e-06,6,1075,True,2.1108583661843956e-07,1.6234792226110519e-10,7.28157862177653e-12,3.6404476342864596e-08,0.007193803787231445
10000.0,11,100.0,1e-06,4,781,True,7.064134836730746e-09,6.966860644000787e-10,2.648835142877071e-13,1.2034539142880316e-09,0.005257844924926758
10000.0,11,1000.0,1e-06,3,922,True,2.2318938811997864e-08,2.77862436696364e-07,4.493383122501822e-13,6.25897016343985e-09,0.006220579147338867
10000.0,11,10000.0,1e-06,3,1147,True,5.463434091043176e-10,9.505903802101299e-07,1.1242723787398015e-14,1.9494101780863228e-08,0.007635593414306641
10000.0,12,0.0001,0.01,500,60662,False,16.696750210407792,0.00016342298094088823,0.0008658066312829194,0.8085503272899418,0.4162900447845459
10000.0,12,0.001,0.01,500,57304,False,2.408908999136009,0.000217742334633555,0.00016103771178067726,0.3245911532814118,0.3871920108795166
10000.0,12,0.01,0.01,500,49190,False,0.026028145620410365,1.486367301431898e-05,7.551275367218962e-07,0.008609761914232553,0.33305978775024414
10000.0,12,0.1,0.01,200,18118,True,9.66633482451651e-07,6.111318430730999e-09,2.6292629914767943e-11,3.2139478897485006e-07,0.12594103813171387
10000.0,12,1.0,0.01,26,1996,True,6.220686144773451e-07,6.492763478363652e-08,1.728441555404991e-11,2.0682702473092054e-07,0.013000011444091797
10000.0,12,10.0,0.01,10,605,True,2.3460384388948404e-08,1.2647765789308634e-07,8.090923825262263e-13,7.202979000395078e-09,0.004999637603759766
10000.0,12,100.0,0.01,10,759,True,1.2279077782810016e-09,3.924431218138868e-08,3.111893778947024e-14,8.498823718829502e-10,0.00542140007019043
10000.0,12,1000.0,0.01,10,1098,True,1.6543816666295484e-09,7.604142761118534e-07,2.872517334412638e-15,1.5078945141152265e-08,0.006907939910888672
10000.0,12,10000.0,0.01,11,1566,True,2.51544169464758e-11,4.6865091636914415e-07,6.383371854250306e-16,1.3261107492684143e-08,0.01104736328125
10000.0,12,0.0001,0.0001,500,100751,False,16.67953975400331,1.6220580389041282e-06,0.0008652835683518559,0.8084362275693717,0.7066857814788818
10000.0,12,0.001,0.0001,500,97445,False,2.4088923860266505,1.9224505053754644e-06,0.00016096867660796453,0.3245878276518096,0.6902904510498047
10000.0,12,0.01,0.0001,500,88108,False,0.02617389944967501,1.6962869655904074e-07,7.572954293842006e-07,0.008661796600947862,0.6030213832855225
10000.0,12,0.1,0.0001,201,31882,True,9.709250382916801e-07,4.850735546677376e-11,2.6382795042209228e-11,3.228216820229564e-07,0.22385597229003906
10000.0,12,1.0,0.0001,26,3830,True,8.321708549769455e-07,1.0872927543553906e-09,2.2656022969401543e-11,2.766858271328664e-07,0.028296470642089844
10000.0,12,10.0,0.0001,7,826,True,4.4665359626851263e-07,2.7787192463301146e-08,1.2367144630424543e-11,1.4848148694354143e-07,0.00603485107421875
10000.0,12,100.0,0.0001,5,684,True,7.574209938985224e-09,3.207242636208097e-08,1.2335866108338717e-13,2.8952179259994902e-09,0.004801273345947266
10000.0,12,1000.0,0.0001,5,1036,True,4.017925682730615e-10,1.8953720590356246e-07,3.191685927125153e-15,3.251981873276938e-09,0.006577491760253906
10000.0,12,10000.0,0.0001,6,1625,True,3.972775464823407e-11,6.367200521695495e-09,2.71293303805638e-15,1.2399772578390812e-10,0.014197587966918945
10000.0,12,0.0001,1e-06,500,140062,False,16.679517579136014,1.5254967363556013e-08,0.0008652853944449573,0.8084332662645369,0.9508333206176758
10000.0,12,0.001,1e-06,500,135620,False,2.4088910990389416,1.3682684917312135e-08,0.00016096733843219962,0.3245899363272351,0.8926126956939697
